[0.011s][info][gc,heap] Heap region size: 1M
[284.916s][info][gc,heap        ] GC(47) Survivor regions: 0->0(2)
[284.916s][info][gc,heap        ] GC(47) Old regions: 256->256
[284.916s][info][gc,heap        ] GC(47) Humongous regions: 0->0
[284.916s][info][gc,metaspace   ] GC(47) Metaspace: 14344K->14344K(1062912K)
[284.916s][info][gc             ] GC(47) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 386.272ms
[284.916s][info][gc,cpu         ] GC(47) User=2.00s Sys=0.05s Real=0.39s
[284.917s][info][gc,start       ] GC(48) Pause Young (Concurrent Start) (G1 Evacuation Pause)
[284.917s][info][gc,task        ] GC(48) Using 6 workers of 8 for evacuation
[284.917s][info][gc,phases      ] GC(48)   Pre Evacuate Collection Set: 0.0ms
[284.917s][info][gc,phases      ] GC(48)   Evacuate Collection Set: 0.2ms
[284.917s][info][gc,phases      ] GC(48)   Post Evacuate Collection Set: 0.1ms
[284.917s][info][gc,phases      ] GC(48)   Other: 0.1ms
[284.917s][info][gc,heap        ] GC(48) Eden regions: 0->0(12)
[284.917s][info][gc,heap        ] GC(48) Survivor regions: 0->0(2)
[284.917s][info][gc,heap        ] GC(48) Old regions: 256->256
[284.917s][info][gc,heap        ] GC(48) Humongous regions: 0->0
[284.917s][info][gc,metaspace   ] GC(48) Metaspace: 14344K->14344K(1062912K)
[284.917s][info][gc             ] GC(48) Pause Young (Concurrent Start) (G1 Evacuation Pause) 255M->255M(256M) 0.466ms
[284.917s][info][gc,cpu         ] GC(48) User=0.00s Sys=0.00s Real=0.00s
[284.917s][info][gc,task        ] GC(49) Using 6 workers of 8 for full compaction
[284.917s][info][gc             ] GC(50) Concurrent Cycle
[284.917s][info][gc,marking     ] GC(50) Concurrent Clear Claimed Marks
[284.917s][info][gc,marking     ] GC(50) Concurrent Clear Claimed Marks 0.018ms
[284.917s][info][gc,marking     ] GC(50) Concurrent Scan Root Regions
[284.917s][info][gc,marking     ] GC(50) Concurrent Scan Root Regions 0.013ms
[284.917s][info][gc,marking     ] GC(50) Concurrent Mark (284.917s)
[284.917s][info][gc,start       ] GC(49) Pause Full (G1 Evacuation Pause)
[284.917s][info][gc,marking     ] GC(50) Concurrent Mark From Roots
[284.917s][info][gc,task        ] GC(50) Using 2 workers of 2 for marking
[284.918s][info][gc,phases,start] GC(49) Phase 1: Mark live objects
[285.177s][info][gc,stringtable ] GC(49) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48493 processed, 0 removed
[285.177s][info][gc,phases      ] GC(49) Phase 1: Mark live objects 259.131ms
[285.177s][info][gc,phases,start] GC(49) Phase 2: Prepare for compaction
[285.202s][info][gc,phases      ] GC(49) Phase 2: Prepare for compaction 24.800ms
[285.202s][info][gc,phases,start] GC(49) Phase 3: Adjust pointers
[285.259s][info][gc,phases      ] GC(49) Phase 3: Adjust pointers 57.638ms
[285.259s][info][gc,phases,start] GC(49) Phase 4: Compact heap
[285.282s][info][gc,phases      ] GC(49) Phase 4: Compact heap 22.467ms
[285.283s][info][gc,heap        ] GC(49) Eden regions: 0->0(12)
[285.283s][info][gc,heap        ] GC(49) Survivor regions: 0->0(2)
[285.283s][info][gc,heap        ] GC(49) Old regions: 256->256
[285.283s][info][gc,heap        ] GC(49) Humongous regions: 0->0
[285.283s][info][gc,metaspace   ] GC(49) Metaspace: 14344K->14344K(1062912K)
[285.283s][info][gc             ] GC(49) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 365.782ms
[285.283s][info][gc,cpu         ] GC(49) User=1.81s Sys=0.00s Real=0.37s
[285.283s][info][gc,task        ] GC(51) Using 6 workers of 8 for full compaction
[285.284s][info][gc,start       ] GC(51) Pause Full (G1 Evacuation Pause)
[285.284s][info][gc,phases,start] GC(51) Phase 1: Mark live objects
[285.548s][info][gc,stringtable ] GC(51) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48493 processed, 0 removed
[285.548s][info][gc,phases      ] GC(51) Phase 1: Mark live objects 263.970ms
[285.548s][info][gc,phases,start] GC(51) Phase 2: Prepare for compaction
[285.583s][info][gc,phases      ] GC(51) Phase 2: Prepare for compaction 35.617ms
[285.583s][info][gc,phases,start] GC(51) Phase 3: Adjust pointers
[285.648s][info][gc,phases      ] GC(51) Phase 3: Adjust pointers 65.067ms
[285.648s][info][gc,phases,start] GC(51) Phase 4: Compact heap
[285.673s][info][gc,phases      ] GC(51) Phase 4: Compact heap 24.828ms
[285.674s][info][gc,heap        ] GC(51) Eden regions: 0->0(12)
[285.674s][info][gc,heap        ] GC(51) Survivor regions: 0->0(2)
[285.674s][info][gc,heap        ] GC(51) Old regions: 256->256
[285.674s][info][gc,heap        ] GC(51) Humongous regions: 0->0
[285.674s][info][gc,metaspace   ] GC(51) Metaspace: 14344K->14344K(1062912K)
[285.674s][info][gc             ] GC(51) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 390.677ms
[285.675s][info][gc,cpu         ] GC(51) User=2.03s Sys=0.02s Real=0.39s
[285.675s][info][gc,marking     ] GC(50) Concurrent Mark From Roots 757.775ms
[285.675s][info][gc,start       ] GC(52) Pause Young (Normal) (G1 Evacuation Pause)
[285.675s][info][gc,task        ] GC(52) Using 6 workers of 8 for evacuation
[285.675s][info][gc,phases      ] GC(52)   Pre Evacuate Collection Set: 0.0ms
[285.675s][info][gc,phases      ] GC(52)   Evacuate Collection Set: 0.1ms
[285.675s][info][gc,phases      ] GC(52)   Post Evacuate Collection Set: 0.1ms
[285.675s][info][gc,phases      ] GC(52)   Other: 0.1ms
[285.675s][info][gc,heap        ] GC(52) Eden regions: 0->0(12)
[285.675s][info][gc,heap        ] GC(52) Survivor regions: 0->0(2)
[285.675s][info][gc,heap        ] GC(52) Old regions: 256->256
[285.675s][info][gc,heap        ] GC(52) Humongous regions: 0->0
[285.675s][info][gc,metaspace   ] GC(52) Metaspace: 14344K->14344K(1062912K)
[285.675s][info][gc             ] GC(52) Pause Young (Normal) (G1 Evacuation Pause) 255M->255M(256M) 0.360ms
[285.675s][info][gc,cpu         ] GC(52) User=0.00s Sys=0.00s Real=0.00s
[285.675s][info][gc,task        ] GC(53) Using 6 workers of 8 for full compaction
[285.676s][info][gc,start       ] GC(53) Pause Full (G1 Evacuation Pause)
[285.676s][info][gc,phases,start] GC(53) Phase 1: Mark live objects
[285.937s][info][gc,stringtable ] GC(53) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48493 processed, 0 removed
[285.937s][info][gc,phases      ] GC(53) Phase 1: Mark live objects 261.627ms
[285.937s][info][gc,phases,start] GC(53) Phase 2: Prepare for compaction
[285.965s][info][gc,phases      ] GC(53) Phase 2: Prepare for compaction 27.244ms
[285.965s][info][gc,phases,start] GC(53) Phase 3: Adjust pointers
[286.028s][info][gc,phases      ] GC(53) Phase 3: Adjust pointers 63.617ms
[286.028s][info][gc,phases,start] GC(53) Phase 4: Compact heap
[286.050s][info][gc,phases      ] GC(53) Phase 4: Compact heap 21.816ms
[286.051s][info][gc,heap        ] GC(53) Eden regions: 0->0(12)
[286.051s][info][gc,heap        ] GC(53) Survivor regions: 0->0(2)
[286.051s][info][gc,heap        ] GC(53) Old regions: 256->256
[286.051s][info][gc,heap        ] GC(53) Humongous regions: 0->0
[286.051s][info][gc,metaspace   ] GC(53) Metaspace: 14344K->14344K(1062912K)
[286.051s][info][gc             ] GC(53) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 375.721ms
[286.052s][info][gc,cpu         ] GC(53) User=1.98s Sys=0.08s Real=0.38s
[286.052s][info][gc,task        ] GC(54) Using 6 workers of 8 for full compaction
[286.052s][info][gc,start       ] GC(54) Pause Full (G1 Evacuation Pause)
[286.052s][info][gc,phases,start] GC(54) Phase 1: Mark live objects
[286.302s][info][gc,stringtable ] GC(54) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48493 processed, 0 removed
[286.302s][info][gc,phases      ] GC(54) Phase 1: Mark live objects 249.914ms
[286.302s][info][gc,phases,start] GC(54) Phase 2: Prepare for compaction
[286.329s][info][gc,phases      ] GC(54) Phase 2: Prepare for compaction 26.729ms
[286.329s][info][gc,phases,start] GC(54) Phase 3: Adjust pointers
[286.391s][info][gc,phases      ] GC(54) Phase 3: Adjust pointers 62.616ms
[286.391s][info][gc,phases,start] GC(54) Phase 4: Compact heap
[286.416s][info][gc,phases      ] GC(54) Phase 4: Compact heap 24.560ms
[286.417s][info][gc,heap        ] GC(54) Eden regions: 0->0(12)
[286.417s][info][gc,heap        ] GC(54) Survivor regions: 0->0(2)
[286.417s][info][gc,heap        ] GC(54) Old regions: 256->256
[286.417s][info][gc,heap        ] GC(54) Humongous regions: 0->0
[286.417s][info][gc,metaspace   ] GC(54) Metaspace: 14344K->14344K(1062912K)
[286.417s][info][gc             ] GC(54) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 365.045ms
[286.418s][info][gc,cpu         ] GC(54) User=1.94s Sys=0.03s Real=0.37s
[286.418s][info][gc,marking     ] GC(50) Concurrent Mark Abort
[286.418s][info][gc             ] GC(50) Concurrent Cycle 1500.639ms
[286.418s][info][gc,start       ] GC(55) Pause Young (Normal) (G1 Evacuation Pause)
[286.418s][info][gc,task        ] GC(55) Using 6 workers of 8 for evacuation
[286.418s][info][gc,phases      ] GC(55)   Pre Evacuate Collection Set: 0.0ms
[286.418s][info][gc,phases      ] GC(55)   Evacuate Collection Set: 0.1ms
[286.418s][info][gc,phases      ] GC(55)   Post Evacuate Collection Set: 0.1ms
[286.418s][info][gc,phases      ] GC(55)   Other: 0.1ms
[286.418s][info][gc,heap        ] GC(55) Eden regions: 0->0(12)
[286.418s][info][gc,heap        ] GC(55) Survivor regions: 0->0(2)
[286.418s][info][gc,heap        ] GC(55) Old regions: 256->256
[286.418s][info][gc,heap        ] GC(55) Humongous regions: 0->0
[286.418s][info][gc,metaspace   ] GC(55) Metaspace: 14344K->14344K(1062912K)
[286.418s][info][gc             ] GC(55) Pause Young (Normal) (G1 Evacuation Pause) 255M->255M(256M) 0.342ms
[286.418s][info][gc,cpu         ] GC(55) User=0.00s Sys=0.00s Real=0.00s
[286.418s][info][gc,task        ] GC(56) Using 6 workers of 8 for full compaction
[286.418s][info][gc,start       ] GC(56) Pause Full (G1 Evacuation Pause)
[286.418s][info][gc,phases,start] GC(56) Phase 1: Mark live objects
[286.675s][info][gc,stringtable ] GC(56) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48493 processed, 0 removed
[286.675s][info][gc,phases      ] GC(56) Phase 1: Mark live objects 256.498ms
[286.675s][info][gc,phases,start] GC(56) Phase 2: Prepare for compaction
[286.710s][info][gc,phases      ] GC(56) Phase 2: Prepare for compaction 34.828ms
[286.710s][info][gc,phases,start] GC(56) Phase 3: Adjust pointers
[286.779s][info][gc,phases      ] GC(56) Phase 3: Adjust pointers 68.809ms
[286.779s][info][gc,phases,start] GC(56) Phase 4: Compact heap
[286.807s][info][gc,phases      ] GC(56) Phase 4: Compact heap 28.038ms
[286.808s][info][gc,heap        ] GC(56) Eden regions: 0->0(12)
[286.808s][info][gc,heap        ] GC(56) Survivor regions: 0->0(2)
[286.808s][info][gc,heap        ] GC(56) Old regions: 256->256
[286.808s][info][gc,heap        ] GC(56) Humongous regions: 0->0
[286.808s][info][gc,metaspace   ] GC(56) Metaspace: 14344K->14344K(1062912K)
[286.808s][info][gc             ] GC(56) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 389.515ms
[286.808s][info][gc,cpu         ] GC(56) User=2.03s Sys=0.06s Real=0.39s
[286.808s][info][gc,task        ] GC(57) Using 6 workers of 8 for full compaction
[286.809s][info][gc,start       ] GC(57) Pause Full (G1 Evacuation Pause)
[286.809s][info][gc,phases,start] GC(57) Phase 1: Mark live objects
[287.081s][info][gc,stringtable ] GC(57) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48493 processed, 0 removed
[287.081s][info][gc,phases      ] GC(57) Phase 1: Mark live objects 271.897ms
[287.081s][info][gc,phases,start] GC(57) Phase 2: Prepare for compaction
[287.106s][info][gc,phases      ] GC(57) Phase 2: Prepare for compaction 25.673ms
[287.106s][info][gc,phases,start] GC(57) Phase 3: Adjust pointers
[287.167s][info][gc,phases      ] GC(57) Phase 3: Adjust pointers 61.015ms
[287.167s][info][gc,phases,start] GC(57) Phase 4: Compact heap
[287.192s][info][gc,phases      ] GC(57) Phase 4: Compact heap 24.592ms
[287.193s][info][gc,heap        ] GC(57) Eden regions: 0->0(12)
[287.193s][info][gc,heap        ] GC(57) Survivor regions: 0->0(2)
[287.193s][info][gc,heap        ] GC(57) Old regions: 256->256
[287.193s][info][gc,heap        ] GC(57) Humongous regions: 0->0
[287.193s][info][gc,metaspace   ] GC(57) Metaspace: 14344K->14344K(1062912K)
[287.193s][info][gc             ] GC(57) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 384.476ms
[287.194s][info][gc,cpu         ] GC(57) User=2.03s Sys=0.05s Real=0.38s
[287.194s][info][gc,start       ] GC(58) Pause Young (Concurrent Start) (G1 Evacuation Pause)
[287.194s][info][gc,task        ] GC(58) Using 6 workers of 8 for evacuation
[287.194s][info][gc,phases      ] GC(58)   Pre Evacuate Collection Set: 0.0ms
[287.194s][info][gc,phases      ] GC(58)   Evacuate Collection Set: 0.2ms
[287.194s][info][gc,phases      ] GC(58)   Post Evacuate Collection Set: 0.1ms
[287.194s][info][gc,phases      ] GC(58)   Other: 0.1ms
[287.194s][info][gc,heap        ] GC(58) Eden regions: 0->0(12)
[287.194s][info][gc,heap        ] GC(58) Survivor regions: 0->0(2)
[287.194s][info][gc,heap        ] GC(58) Old regions: 256->256
[287.194s][info][gc,heap        ] GC(58) Humongous regions: 0->0
[287.194s][info][gc,metaspace   ] GC(58) Metaspace: 14344K->14344K(1062912K)
[287.194s][info][gc             ] GC(58) Pause Young (Concurrent Start) (G1 Evacuation Pause) 255M->255M(256M) 0.500ms
[287.194s][info][gc,cpu         ] GC(58) User=0.00s Sys=0.00s Real=0.00s
[287.194s][info][gc,task        ] GC(59) Using 6 workers of 8 for full compaction
[287.194s][info][gc             ] GC(60) Concurrent Cycle
[287.194s][info][gc,marking     ] GC(60) Concurrent Clear Claimed Marks
[287.194s][info][gc,marking     ] GC(60) Concurrent Clear Claimed Marks 0.019ms
[287.194s][info][gc,marking     ] GC(60) Concurrent Scan Root Regions
[287.194s][info][gc,marking     ] GC(60) Concurrent Scan Root Regions 0.013ms
[287.194s][info][gc,marking     ] GC(60) Concurrent Mark (287.194s)
[287.194s][info][gc,start       ] GC(59) Pause Full (G1 Evacuation Pause)
[287.194s][info][gc,marking     ] GC(60) Concurrent Mark From Roots
[287.194s][info][gc,task        ] GC(60) Using 2 workers of 2 for marking
[287.195s][info][gc,phases,start] GC(59) Phase 1: Mark live objects
[287.197s][info][gc,stringtable ] GC(59) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48493 processed, 0 removed
[287.197s][info][gc,phases      ] GC(59) Phase 1: Mark live objects 2.038ms
[287.197s][info][gc,phases,start] GC(59) Phase 2: Prepare for compaction
[287.197s][info][gc,phases      ] GC(59) Phase 2: Prepare for compaction 0.676ms
[287.197s][info][gc,phases,start] GC(59) Phase 3: Adjust pointers
[287.199s][info][gc,phases      ] GC(59) Phase 3: Adjust pointers 1.526ms
[287.199s][info][gc,phases,start] GC(59) Phase 4: Compact heap
[287.200s][info][gc,phases      ] GC(59) Phase 4: Compact heap 0.934ms
[287.201s][info][gc,heap        ] GC(59) Eden regions: 0->0(153)
[287.201s][info][gc,heap        ] GC(59) Survivor regions: 0->0(2)
[287.201s][info][gc,heap        ] GC(59) Old regions: 256->6
[287.201s][info][gc,heap        ] GC(59) Humongous regions: 0->0
[287.201s][info][gc,metaspace   ] GC(59) Metaspace: 14344K->14344K(1062912K)
[287.201s][info][gc             ] GC(59) Pause Full (G1 Evacuation Pause) 255M->2M(256M) 6.358ms
[287.201s][info][gc,cpu         ] GC(59) User=0.02s Sys=0.00s Real=0.01s
[287.201s][info][gc,marking     ] GC(60) Concurrent Mark From Roots 6.742ms
[287.201s][info][gc,marking     ] GC(60) Concurrent Mark Abort
[287.201s][info][gc             ] GC(60) Concurrent Cycle 6.892ms
[287.203s][info][gc,heap,exit   ] Heap
[287.203s][info][gc,heap,exit   ]  garbage-first heap   total 262144K, used 4654K [0x00000000f0000000, 0x0000000100000000)
[287.203s][info][gc,heap,exit   ]   region size 1024K, 3 young (3072K), 0 survivors (0K)
[287.203s][info][gc,heap,exit   ]  Metaspace       used 14394K, capacity 14790K, committed 15232K, reserved 1062912K
[287.203s][info][gc,heap,exit   ]   class space    used 1416K, capacity 1526K, committed 1664K, reserved 1048576K
